product_name,route,country,holder,pv_file_location,pv_email,pv_phone
Sitagliptin/Metformin Gln,Oral Use,Spain,"Galenicum Health, S.L.",Spain,pharmacovigilance@galenicum.com,34 603796 658
Sitagliptin/Metformin Grindeks,Oral Use,Austria,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Belgium,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Czech Republic,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Denmark,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Finland,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Germany,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Greece,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Hungary,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Latvia,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Luxembourg,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Norway,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Romania,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Slovakia,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Spain,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Sweden,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,United Kingdom (Northern Ireland),Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Grindeks,Oral Use,Sweden,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Hcs,Oral Use,Austria,Hcs Bvba,Slovenia,Pharmacovigilance.AT@krka.biz,0043(0)69915066500
Sitagliptin/Metformin Hcs,Oral Use,Slovakia,Hcs Bvba,Slovenia,pharmacovigilance.sk@krka.biz,0042(0)1257104501
Sitagliptin/Metformin Heumann,Oral Use,Germany,Heumann Pharma Gmbh & Co. Generica Kg,Germany,Medical.department@heumann.de,499114302364
Sitagliptin/Metformin Hydrochloride Amarox,Oral Use,United Kingdom (Northern Ireland),Amarox Limited,Netherlands,safety@amaroxpharma.com,44(0)2039720005
Sitagliptin/Metformin Hydrochloride Dr. Reddy's Laboratories (Uk),Oral Use,United Kingdom (Northern Ireland),Dr. Reddy's Laboratories (Uk) Ltd,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metformin Hydrochloride Grindeks,Oral Use,Ireland,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Hydrochloride Grindeks,Oral Use,Lithuania,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformin Hydrochloride Hennig,Oral Use,Malta,Hennig Arzneimittel Gmbh & Co. Kg,Germany,pharmacovigilance@hennig-am.de,49 6145 508 311
Sitagliptin/Metformin Hydrochloride Krka,Oral Use,Ireland,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.ie@krka.biz,0035(0)3874400881
Sitagliptin/Metformin Hydrochloride Mylan,Oral Use,European Union,Mylan Pharmaceuticals Limited,Italy,productsafety@viatris.com,39 02 61246439
Sitagliptin/Metformin Hydrochloride Mylan,Oral Use,Iceland,Mylan Pharmaceuticals Limited,Italy,productsafety@viatris.com,39 02 61246439
Sitagliptin/Metformin Hydrochloride Mylan,Oral Use,Liechtenstein,Mylan Pharmaceuticals Limited,Italy,productsafety@viatris.com,39 02 61246439
Sitagliptin/Metformin Hydrochloride Mylan,Oral Use,Norway,Mylan Pharmaceuticals Limited,Italy,productsafety@viatris.com,39 02 61246439
Sitagliptin/Metformin Hydrochloride Olpha,Oral Use,Lithuania,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptin/Metformin Hydrochloride Pharmathen,Oral Use,Germany,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com,30 216 00 40 423
Sitagliptin/Metformin Hydrochloride Pharmathen,Oral Use,Norway,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com,30 216 00 40 423
Sitagliptin/Metformin Hydrochloride Pinewood Laboratories,Oral Use,Ireland,Pinewood Laboratories Limited,Ireland,drug.safety@pinewood.ie,353 52 6186000
Sitagliptin/Metformin Hydrochloride Rowa,Oral Use,Ireland,Rowa Pharmaceuticals Limited,Ireland,pv@rowa-pharma.ie,0877941968
Sitagliptin/Metformin Hydrochloride Rowa,Oral Use,Ireland,Rowa Pharmaceuticals Limited,Ireland,pv@rowa-pharma.ie,0877641968
Sitagliptin/Metformin Hydrochloride Sandoz,Oral Use,Estonia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Hydrochloride Sandoz,Oral Use,Latvia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Hydrochloride Sandoz,Oral Use,Lithuania,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Hydrochloride Sandoz Gmbh,Oral Use,Estonia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Hydrochloride Sandoz Sandoz,Oral Use,Estonia,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Hydrochloride Sun,Oral Use,European Union,Sun Pharmaceutical Industries Europe B.V.,Romania,drugsafetyeurope@sunpharma.com,40730199839
Sitagliptin/Metformin Hydrochloride Sun Pharma,Oral Use,United Kingdom (Northern Ireland),Sun Pharma Uk Limited,United Kingdom,drugsafety.europe@sunpharma.com,40-730199839
Sitagliptin/Metformin Hydrochloride Sun Pharma Uk,Oral Use,United Kingdom (Northern Ireland),Sun Pharma Uk Limited,United Kingdom,drugsafety.europe@sunpharma.com,40-730199839
Sitagliptin/Metformin Hydrochloride Teva,Oral Use,Ireland,Norton Waterford T/A Ivax Pharmaceuticals Ireland,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Hydrochloride Teva,Oral Use,Latvia,Teva Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Hydrochloride Teva,Oral Use,Lithuania,Teva Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Hydrochloride Torrent Pharma (Uk),Oral Use,United Kingdom (Northern Ireland),Torrent Pharma (Uk) Ltd.,Germany,drugsafety@torrentpharma.co.uk,44(0)1293-574180
Sitagliptin/Metformin Hydrochloride Viatris,Oral Use,Finland,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Sitagliptin/Metformin Hydrochloride Zentiva,Oral Use,United Kingdom (Northern Ireland),Zentiva Pharma Uk Limited,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Krka,Oral Use,Denmark,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz,0046(0)86436766
Sitagliptin/Metformin Krka,Oral Use,Finland,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.fi@krka.biz,358 20 754 5330
Sitagliptin/Metformin Krka,Oral Use,Iceland,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz,0046(0)86436766
Sitagliptin/Metformin Krka,Oral Use,Norway,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz,0046(0)86436766
Sitagliptin/Metformin Krka,Oral Use,Slovakia,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.sk@krka.biz,0042(0)1257104501
Sitagliptin/Metformin Krka,Oral Use,Sweden,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.se@krka.biz,0046(0)86436766
Sitagliptin/Metformin Libytec,Oral Use,Greece,Libytec Pharmaceutical S.A.,Greece,pv@creativephs.com,302103259365
Sitagliptin/Metformin Liconsa,Oral Use,Germany,"Laboratorios Liconsa, S.A.",Spain,pharmacovigilance@chemogroup.com,34 619 275 590
Sitagliptin/Metformin Medical Valley,Oral Use,Iceland,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Sitagliptin/Metformin Medical Valley,Oral Use,Norway,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Sitagliptin/Metformin Medical Valley,Oral Use,Sweden,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Sitagliptin/Metformin Medreg,Oral Use,Czech Republic,Medreg S.R.O.,Czech Republic,qppv@medreg.net,00420735716312
Sitagliptin/Metformin Medreg,Oral Use,Slovakia,Medreg S.R.O.,Czech Republic,qppv@medreg.net,00420735716312
Sitagliptin/Metformin Milpharm,Oral Use,United Kingdom (Northern Ireland),Milpharm Limited,Malta,pharmacovigilance.eu@aurobindo.com,35622294000
Sitagliptin/Metformin Olpha,Oral Use,Czech Republic,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptin/Metformin Olpha,Oral Use,Estonia,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptin/Metformin Olpha,Oral Use,Germany,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptin/Metformin Olpha,Oral Use,Latvia,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptin/Metformin Olpha,Oral Use,Slovakia,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptin/Metformin Orion,Oral Use,Norway,Orion Corporation,Finland,pharmacovigilance@orionpharma.com,358 10 4261
Sitagliptin/Metformin P-Care,Oral Use,Malta,Pharmacare Srl,Italy,pharmacovigilance@direnzo.biz,39 0677209020
Sitagliptin/Metformin Pharmacare,Oral Use,Malta,Pharmacare Srl,Italy,pharmacovigilance@direnzo.biz,39 0677209020
Sitagliptin/Metformin Pharos,Oral Use,Malta,Pharos - Pharmaceutical Oriented Services Limited,Greece,pharmacovigilance@pharosgr.gr,0030 6940261901
Sitagliptin/Metformin Puren,Oral Use,Germany,Puren Pharma Gmbh & Co. Kg,Malta,pharmacovigilance.eu@aurobindo.com,35622294000
Sitagliptin/Metformin Puren Pharma Gmbh & Co. Kg,Oral Use,Germany,Puren Pharma Gmbh & Co. Kg,Malta,pharmacovigilance.eu@aurobindo.com,356 222 94000
Sitagliptin/Metformin Rafarm,Oral Use,Malta,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr,2106776550-1
Sitagliptin/Metformin Ratiopharm,Oral Use,Austria,Ratiopharm Arzneimittel Vertriebs-Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Ratiopharm,Oral Use,Finland,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Ratiopharm,Oral Use,Germany,Ratiopharm Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Reddy,Oral Use,Czech Republic,Reddy Holding Gmbh,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metformin Reddy,Oral Use,Denmark,Reddy Holding Gmbh,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metformin Reddy,Oral Use,Finland,Reddy Holding Gmbh,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metformin Reddy,Oral Use,Norway,Reddy Holding Gmbh,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metformin Reddy,Oral Use,Sweden,Reddy Holding Gmbh,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metformin Sandoz,Oral Use,Austria,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Belgium,Sandoz N.V.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Finland,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Hungary,Sandoz Hungária Kft,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Iceland,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Norway,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Sweden,1a Farma A/S,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Czech Republic,Sandoz S.R.O.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz,Oral Use,Slovakia,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Sandoz Gmbh,Oral Use,Austria,Sandoz Gmbh,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin/Metformin Stada,Oral Use,Austria,Stada Arzneimittel Gmbh,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Czech Republic,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Denmark,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Finland,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Germany,Stadapharm Gmbh,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Iceland,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Netherlands,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Slovakia,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Stada,Oral Use,Sweden,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metformin Supremex,Oral Use,Hungary,Supremex Kft.,Hungary,vigilance@qualipharmacon.hu,36204399006
Sitagliptin/Metformin Tad,Oral Use,Latvia,Tad Pharma Gmbh,Slovenia,pharmacovigilance.Lv@krka.biz,0037(0)167338610
Sitagliptin/Metformin Teva,Oral Use,Czech Republic,"Teva Pharmaceuticals Cr, S.R.O.",Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Teva,Oral Use,Estonia,Teva Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Teva,Oral Use,Hungary,Teva Gyógyszergyár Zrt,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Teva,Oral Use,Romania,Teva Pharmaceuticals S.R.L,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Teva,Oral Use,Slovakia,Teva Pharmaceuticals Slovakia S.R.O,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Teva,Oral Use,Slovakia,Teva Pharmaceuticals Slovakia S.R.O,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin/Metformin Wockhardt Uk,Oral Use,United Kingdom (Northern Ireland),Wockhardt Uk Ltd,United Kingdom,drug.safety@wockhardt.co.uk,44 1978 661261
Sitagliptin/Metformin Zentiva,Oral Use,Czech Republic,Viatris Limited,Italy,productsafety@viatris.com,39 02 61246439
Sitagliptin/Metformin Zentiva,Oral Use,Estonia,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva,Oral Use,Finland,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva,Oral Use,Hungary,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva,Oral Use,Latvia,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva,Oral Use,Lithuania,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva,Oral Use,Denmark,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva,Oral Use,United Kingdom (Northern Ireland),Zentiva Pharma Uk Limited,Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva Aps,Oral Use,Denmark,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva Aps,Oral Use,Norway,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva K.S.,Oral Use,Austria,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva K.S.,Oral Use,Czech Republic,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformin Zentiva K.S.,Oral Use,Sweden,"Zentiva, K.S.",Czech Republic,pharmacovigilance@zentiva.com,420602549911
Sitagliptin/Metformina Grindeks,Oral Use,Italy,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metformina Pharmathen,Oral Use,Italy,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com,30 216 00 40 423
Sitagliptin/Metforminhydrochlorid +pharma,Oral Use,Austria,+pharma Arzneimittel Gmbh,Austria,drug.safety@genericon.at,00433169003
Sitagliptin/Metforminhydrochlorid Genericon,Oral Use,Austria,Genericon Pharma Gesellschaft M.B.H.,Austria,drug.safety@genericon.at,00433169003
Sitagliptin/Metforminhydrochlorid Macleods,Oral Use,Germany,"Macleods Pharma España, S.L.U",Poland,paulinamajewska@lambda-cro.com,48 690 150 933
Sitagliptin/Metforminhydrochlorid Medical Valley,Oral Use,Denmark,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Sitagliptin/Metforminhydrochlorid Pharmathen,Oral Use,Denmark,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com,30 216 00 40 423
Sitagliptin/Metforminhydrochlorid Pharmazac,Oral Use,Denmark,Pharmazac Sa,Greece,safety@vigi-care.eu,306946463306
Sitagliptin/Metforminhydrochlorid Pharmazac,Oral Use,Germany,Pharmazac Sa,Greece,safety@vigi-care.eu,306946463306
Sitagliptin/Metforminhydrochlorid Reddy,Oral Use,Austria,Reddy Holding Gmbh,Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptin/Metforminijev Klorid,Oral Use,Slovenia,Stada Arzneimittel Ag,Germany,dso@stada.de,49 6101 603 214
Sitagliptin/Metforminijev Klorid Grindeks,Oral Use,Slovenia,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metforminijev Klorid Pharmazac 50 Mg/1000 Mg,Oral Use,Slovenia,Pharmazac Sa,Greece,safety@vigi-care.eu,306989447144
Sitagliptin/Metforminijev Klorid Pharmazac 50 Mg/850 Mg,Oral Use,Slovenia,Pharmazac Sa,Greece,safety@vigi-care.eu,306989447144
Sitagliptin/Metforminklorid Genericon,Oral Use,Croatia,Genericon Pharma Gesellschaft M.B.H.,Austria,drug.safety@genericon.at,00433169003
Sitagliptin/Metforminklorid Grindeks,Oral Use,Croatia,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptin/Metforminklorid Teva,Oral Use,Croatia,Teva Gmbh,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptin+metformin,Oral Use,Germany,Generinobel Gmbh,Bulgaria,vili.topalova@avpharm.com,359888896587
Sitagliptin+metformin Hcl Medical Valley,Oral Use,Poland,Medical Valley Invest Ab,Spain,safety@medicalvalley.se,34 619 275 590
Sitagliptin+metformin Hydrochloride Pharmathen,Oral Use,Greece,Pharmathen S.A.,Greece,emakrodouli@pharmathen.com,30 216 00 40 423
Sitagliptin+metformin Pharmazac,Oral Use,Greece,Pharmazac Sa,Greece,safety@vigi-care.eu,306946463306
Sitagliptin+metformin Rafarm,Oral Use,Greece,Rafarm Sa.,Greece,pharmacovigilance@rafarm.gr,2106776550-1
Sitagliptin+metformin Sandoz,Oral Use,Greece,Sandoz Pharmaceuticals D.D.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptin+metformin Viofar,Oral Use,Greece,Viofar Ltd,Greece,kxekouki@pharmasub.com,30 210 9960971
Sitagliptina,Oral Use,Portugal,Ciclum Farma Unipessoal Lda.,Germany,dso@stada.de,496101603214
Sitagliptina + Metformina Inventia,Oral Use,Portugal,Inventia Healthcare B.V.,Netherlands,QPPV-Inventia@regpakbiopharma.com,31 629075858
Sitagliptina Adamed,Oral Use,Spain,Adamed Laboratorios S.L.U.,Spain,farmacovigilancia.adamed@aegisana.com,34661956560
Sitagliptina Alenicum,Oral Use,Spain,"Galenicum Health, S.L.",Spain,pharmacovigilance@galenicum.com,34 603 796 658
Sitagliptina Almus,Oral Use,Spain,Almus Farmaceutica S.A.,Germany,qppvo_almus@pharmalex.com,34 93 739 7180
Sitagliptina Alter,Oral Use,Spain,"Laboratorios Alter, S.A.",Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
Sitagliptina Alter,Oral Use,Portugal,Alter S.A.,Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
Sitagliptina Anova,Oral Use,Portugal,"Laboratórios Anova - Produtos Farmacêuticos, Lda",Italy,productsafety@viatris.com,39 02 61246439
Sitagliptina Ashcure,Oral Use,Portugal,Ashcure Pharma B.V.,Netherlands,qppv@ashcurepharma.com,31 (0)6290 75858
Sitagliptina Ashcure,Oral Use,Spain,Ashcure Pharma B.V.,Netherlands,qppv@ashcurepharma.com,31 (0)6290 75858
Sitagliptina Atb,Oral Use,Romania,Antibiotice Sa,Romania,farmacovigilenta@antibiotice.ro,40 232 209 256
Sitagliptina Aurovitas,Oral Use,Portugal,"Generis Phar, Unipessoal Lda.",Malta,pharmacovigilance.eu@aurobindo.com,356 222 94000
Sitagliptina Aurovitas,Oral Use,Spain,"Aurovitas Spain,s.A.U.",Malta,pharmacovigilance.eu@aurobindo.com, 356 22294000
Sitagliptina Biofarmoz,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com,351210414119
Sitagliptina Blixie,Oral Use,Portugal,Pentafarma - Sociedade Tecnico-Medicinal S.A.,Portugal,augusto.filipe@tecnimede.com,351210414119
Sitagliptina Bluepharma,Oral Use,Portugal,"Bluepharma Genéricos - Comércio De Medicamentos, S.A.",Portugal,farmacovigilancia@blueclinical.pt,351 224 008 005
Sitagliptina Ciclum,Oral Use,Portugal,Ciclum Farma Unipessoal Lda.,Germany,dso@stada.de,496101603214
Sitagliptina Cinfa,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Sitagliptina Cinfalab,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Sitagliptina Cinfamed,Oral Use,Spain,Laboratorios Cinfa S.A.,Spain,farmacovigilancia@cinfa.com,0034 948 333 811
Sitagliptina Combix,Oral Use,Spain,"Laboratorios Combix, S.L.U.",Spain,farmacovigilancia@combix.com,34628115773
Sitagliptina Diagonalis,Oral Use,Portugal,"Galenicum Health, S.L.",Spain,pharmacovigilance@galenicum.com,34 603 796 658
Sitagliptina Disit Alter Genéricos – Comercialização De Produtos Genéricos,Oral Use,Portugal,"Alter, S.A.",Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
"Sitagliptina Disit Alter, S.A.",Oral Use,Portugal,"Alter, S.A.",Spain,agoicoecheag@grupo-alter.com,0034 91 343 33 20
Sitagliptina Dr. Reddys,Oral Use,Spain,"Reddy Pharma Iberia, S.A.",Germany,balaji.malla@drreddys.com,49 172 3643749
Sitagliptina Exeltis,Oral Use,Spain,Exeltis Healthcare S.L,Spain,pharmacovigilance@exeltis.com,34 628 651 773
Sitagliptina Fantex,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com,351210414119
Sitagliptina Farmoz,Oral Use,Portugal,"Farmoz - Sociedade Técnico Medicinal, S.A.",Portugal,augusto.filipe@tecnimede.com,351210414119
Sitagliptina Generis,Oral Use,Portugal,"Generis Farmacêutica, S.A.",Malta,pharmacovigilance.eu@aurobindo.com,356 222 94000
Sitagliptina Gln,Oral Use,Spain,"Galenicum Health, S.L.",Spain,pharmacovigilance@galenicum.com,34 603 796 658
Sitagliptina Grindeks,Oral Use,Portugal,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptina Grindeks,Oral Use,Spain,Grindeks,Latvia,vigilance@grindeks.com,37126066263
Sitagliptina Kern Pharma,Oral Use,Spain,"Kern Pharma, S.L.",Spain,farmacovigilancia@kernpharma.com,34 93 700 2525
Sitagliptina Krka,Oral Use,Portugal,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.PT@krka.biz,00351(0)214643650
Sitagliptina Krka,Oral Use,Spain,"Krka, D.D., Novo Mesto",Slovenia,pharmacovigilance.es@krka.biz,0034(0)911610380
Sitagliptina Macleods,Oral Use,Spain,"Macleods Pharma España, S.L.U",Poland,paulinamajewska@lambda-cro.com,48 690 150 933
Sitagliptina Normon,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,farmacovigilancia@normon.com,34918065240
Sitagliptina Normon,Oral Use,Spain,"Laboratorios Normon, S.A.",Spain,safety@normon.com,34 635 92 68 57
Sitagliptina Olpha,Oral Use,Spain,Olpha As,Latvia,adr@olpha.eu,37167013724
Sitagliptina Pensa,Oral Use,Spain,Towa Pharmaceutical S.A.,Spain,pharmacovigilance@towapharmaceutical.com,34 936411037
Sitagliptina Pentafarma,Oral Use,Portugal,Pentafarma - Sociedade Tecnico-Medicinal S.A.,Portugal,augusto.filipe@tecnimede.com,351210414119
Sitagliptina Pharmakern,Oral Use,Portugal,"Pharmakern Portugal – Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Spain,farmacovigilancia@kernpharma.com,34 93 700 2525
Sitagliptina Pharmakern,Oral Use,Portugal,"Pharmakern Portugal – Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Spain,farmacovigilancia@kernpharma.com,34 937002525
Sitagliptina Ratiopharm,Oral Use,Portugal,Ratiopharm-Comercio E Industria De Produtos Farmaceuticos Lda,Croatia,safety.europe@tevaeu.com,385 1 372 4563
Sitagliptina Sandoz,Oral Use,Portugal,Sandoz Farmaceutica Lda.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptina Sandoz,Oral Use,Portugal,Sandoz Farmacêutica Lda.,Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptina Sandoz,Oral Use,Spain,"Sandoz Farmacéutica, S.A.",Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptina Sandoz Farmacéutica,Oral Use,Spain,"Sandoz Farmacéutica, S.A.",Germany,eu-qppv.office@sandoz.com,49 15118939555
Sitagliptina Stada,Oral Use,Spain,"Laboratorio Stada, S.L.",Germany,dso@stada.de,49 6101 603 214
